,choice_fighter_name,fstar_parlay,choice_ev,choice_real_odds,parlay_net_odds,pred_winner,choice_proba,parlay_prob,parlay_ev,date,winner,fstar_net,choice_decimal_odds
5,edson barboza,0.08824700458578044,0.2564300954545452,1.9090909090909087,-1.0,1,0.65813005,0.426151777658955,0.4117701939022598,2025-08-16,0.0,-0.08824700458578044,1.9090909090909087
2,loopy godinez,0.08824700458578044,0.12363608529411768,1.7352941176470589,-1.0,0,0.6475191,0.426151777658955,0.4117701939022598,2025-08-16,0.0,-0.08824700458578044,1.7352941176470589
1,gauge young,0.11617228729676014,0.25616234434782614,1.7246376811594204,1.4144927536231884,0,0.72836304,0.531874691370168,0.2842075881488404,2025-08-23,0.0,0.11617228729676014,1.7246376811594204
3,sergei pavlovich,0.11617228729676014,0.022326129999999944,1.4,1.4144927536231884,1,0.73023295,0.531874691370168,0.2842075881488404,2025-08-23,1.0,0.11617228729676014,1.4
4,nassourdine imavov,0.08207153638085574,0.1373034525000001,2.15,-1.0,1,0.52897835,0.32524376673904504,0.24134704305402188,2025-09-06,1.0,-0.08207153638085574,2.15
5,andreas gustafsson,0.08207153638085574,0.09148270000000008,1.7751937984496124,-1.0,1,0.6148527,0.32524376673904504,0.24134704305402188,2025-09-06,0.0,-0.08207153638085574,1.7751937984496124
3,rafa garcia,0.06733582792745955,0.2902120279999999,2.52,-1.0,1,0.5119889,0.35262472624039,0.6291262352306017,2025-09-13,1.0,-0.06733582792745955,2.52
4,claudio puelles,0.06733582792745955,0.26268101666666666,1.8333333333333333,-1.0,1,0.6887351,0.35262472624039,0.6291262352306017,2025-09-13,0.0,-0.06733582792745955,1.8333333333333333
5,jimmy crute,0.09482141854157847,0.11939865555555562,1.4444444444444444,-1.0,1,0.7749683,0.3926051017779851,0.21925695496607567,2025-09-27,1.0,-0.09482141854157847,1.4444444444444444
0,rolando bedoya,0.09482141854157847,0.08920709250000003,2.15,-1.0,0,0.50660795,0.3926051017779851,0.21925695496607567,2025-09-27,1.0,-0.09482141854157847,2.15
6,jiri prochazka,0.10320813243433676,0.15829317333333326,1.5555555555555556,1.7521367521367521,1,0.74461704,0.486839258309664,0.3398482151770241,2025-10-04,1.0,0.10320813243433676,1.5555555555555556
3,daniel santos,0.10320813243433676,0.1567436000000001,1.7692307692307692,1.7521367521367521,1,0.6538116,0.486839258309664,0.3398482151770241,2025-10-04,1.0,0.10320813243433676,1.7692307692307692
4,stewart nicoll,0.07866597271775794,0.2542420504761904,1.9523809523809523,-1.0,0,0.64241666,0.391748762867968,0.49326455868719776,2025-10-11,1.0,-0.07866597271775794,1.9523809523809523
